This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"419295","VAN HORN",-104.8375,31.0417,1239,"COOP","31181"
"419346","VERNON",-99.3256,34.1550,374,"COOP","31193"
"419367","VICTORIA REG",-96.9214,28.8439,32,"COOP","31202"
"419380","VIGO PARK",-101.4964,34.6528,1036,"COOP","31204"
"419417","WACO DAM",-97.2169,31.6003,151,"COOP","31207"
"419501","WATER VALLEY",-100.6286,31.8136,748,"COOP","31220"
"419532","WEATHERFORD",-97.7700,32.7483,291,"COOP","31225"
"419559","WELDER W'LIF",-97.4178,28.1136,15,"COOP","31229"
"419588","WESLACO 2 E",-97.9611,26.1547,23,"COOP","31233"
"419593","WEST",-97.0947,31.8094,196,"COOP","31234"
"419605","WEST COLUMBI",-95.6253,29.1378,9,"COOP","31235"
"419711","WHITE RIVER",-101.0925,33.4561,735,"COOP","31247"
"419717","WHITSETT",-98.2564,28.6611,79,"COOP","31250"
"419800","WILLS POINT",-96.0167,32.7000,159,"COOP","31263"
"419815","WIMBERLEY 1",-98.0664,30.0008,253,"COOP","31268"
"419893","WOODSON",-99.0539,33.0178,385,"COOP","31285"
"420061","ALPINE",-111.7708,40.4644,1545,"COOP","31302"
"420074","ALTAMONT",-110.2878,40.3561,1942,"COOP","31304"
"420086","ALTON",-112.4819,37.4403,2146,"COOP","31306"
"420168","ANGLE",-111.9608,38.2486,1951,"COOP","31310"
"420336","ARCHES NP HQ",-109.6192,38.6164,1259,"COOP","31318"
"420730","BLACK ROCK",-112.9533,38.7086,1492,"COOP","31351"
"420738","BLANDING",-109.4847,37.6131,1855,"COOP","31356"
"420788","BLUFF",-109.5578,37.2828,1317,"COOP","31360"
"420849","BOULDER",-111.4200,37.9050,2036,"COOP","31370"
"420928","BRIGHAM CITY",-112.0436,41.5239,1289,"COOP","31374"
"421008","BRYCE CANYON",-112.1689,37.6411,2412,"COOP","31379"
"421020","BULLFROG BAS",-110.7203,37.5300,1165,"COOP","31385"
"421144","CALLAO",-113.7117,39.8994,1320,"COOP","31391"
"421163","CANYONLANDS",-109.8214,38.4600,1807,"COOP","31395"
"421168","CANYONLANDS",-109.7822,38.1506,1523,"COOP","31396"
"421171","CAPITOL REEF",-111.2622,38.2917,1676,"COOP","31397"
"421214","CASTLE DALE",-111.0125,39.2078,1713,"COOP","31399"
"421258","CEDAR BREAKS",-112.8333,37.6167,3148,"COOP","31409"
"421259","CEDAR CITY",-113.0939,37.7083,1829,"COOP","31410"
"421260","CEDAR CITY 5",-112.9919,37.6564,1966,"COOP","31411"
"421446","CITY CREEK W",-111.8314,40.8397,1625,"COOP","31428"
"421759","COTTONWOOD W",-111.7869,40.6242,1512,"COOP","31445"
"421918","CUTLER DAM U",-112.0558,41.8328,1308,"COOP","31452"
"422057","DEER CREEK D",-111.5286,40.4047,1606,"COOP","31456"
"422101","DESERET",-112.6517,39.2869,1412,"COOP","31460"
"422173","DINOSAUR NM",-109.3044,40.4378,1463,"COOP","31464"
"422253","DUCHESNE",-110.3950,40.1678,1682,"COOP","31470"
"422385","ECHO DAM",-111.4308,40.9675,1667,"COOP","31483"
"422558","ENTERPRISE",-113.7089,37.5728,1622,"COOP","31494"
"422578","EPHRAIM SORE",-111.5858,39.3703,1679,"COOP","31500"
"422607","ESKDALE",-113.9539,39.1089,1518,"COOP","31504"
"422696","FAIRFIELD",-112.0944,40.2703,1487,"COOP","31506"
"422798","FERRON",-111.1322,39.0872,1807,"COOP","31520"
"422828","FILLMORE",-112.3283,38.9661,1561,"COOP","31521"
"422864","FLAMING GORG",-109.4117,40.9317,1911,"COOP","31525"
"422996","FORT DUCHESN",-109.8611,40.2842,1539,"COOP","31528"
"423012","FREMONT INDI",-112.3347,38.5778,1804,"COOP","31530"
"423254","GOBLIN VALLE",-110.7078,38.5778,1521,"COOP","31544"
"423348","GRANTSVILLE",-112.5056,40.6025,1366,"COOP","31553"
"423600","HANS FLAT RS",-110.1800,38.2553,2012,"COOP","31571"
"424100","HOVENWEEP NA",-109.0750,37.3858,1588,"COOP","31608"
"424174","IBAPAH",-113.9883,40.0378,1609,"COOP","31616"
"424342","JENSEN",-109.3450,40.3642,1448,"COOP","31627"
"424467","KAMAS",-111.2847,40.6492,1974,"COOP","31634"
"424508","KANAB",-112.5192,37.0394,1506,"COOP","31635"
"424755","KODACHROME B",-111.9872,37.5206,1771,"COOP","31646"
"424856","LAKETOWN",-111.3208,41.8250,1823,"COOP","31653"
"424947","LA SAL 1 SW",-109.2336,38.3011,2068,"COOP","31658"
"424968","LA VERKIN",-113.2689,37.2031,981,"COOP","31661"
"425065","LEVAN",-111.8669,39.5542,1612,"COOP","31667"
"425148","LOA",-111.6433,38.4058,2155,"COOP","31675"
"425182","LOGAN RADIO",-111.8561,41.7353,1381,"COOP","31677"
"425186","LOGAN UTAH S",-111.8033,41.7456,1460,"COOP","31679"
"425194","LOGAN 5 SW E",-111.8906,41.6672,1389,"COOP","31682"
"425377","MANILA",-109.7258,40.9900,1966,"COOP","31698"
"425402","MANTI",-111.6306,39.2583,1750,"COOP","31699"
"425406","MANTI RADIO",-111.6583,39.2731,1676,"COOP","31700"
"425733","MOAB",-109.5458,38.5744,1241,"COOP","31719"
"425837","MORONI",-111.5872,39.5267,1695,"COOP","31729"
"425892","MOUNTAIN DEL",-111.7222,40.7497,1652,"COOP","31731"
"426053","NATURAL BRID",-109.9772,37.6094,1981,"COOP","31745"
"426123","NEOLA",-110.0511,40.4178,1814,"COOP","31748"
"426135","NEPHI",-111.8322,39.7125,1562,"COOP","31750"
"426181","NEW HARMONY",-113.3131,37.4844,1605,"COOP","31752"
"426357","OAK CITY",-112.3339,39.3342,1549,"COOP","31755"
"426568","OURAY 4 NE",-109.6422,40.1342,1423,"COOP","31772"
"426601","PANGUITCH",-112.4314,37.8233,2015,"COOP","31774"
"426640","PARIA RANGER",-111.9000,37.1047,1341,"COOP","31778"
"426644","PARK CITY",-111.5083,40.6703,2080,"COOP","31779"
"426686","PAROWAN POWE",-112.8314,37.8503,1829,"COOP","31789"
"426708","PARTOUN",-113.8856,39.6308,1457,"COOP","31792"
"426869","PINE VIEW DA",-111.8378,41.2578,1506,"COOP","31801"
"426919","PLEASANT GRO",-111.7219,40.3647,1451,"COOP","31806"
"426938","PLYMOUTH",-112.1489,41.8722,1362,"COOP","31808"
"427064","PROVO BYU",-111.6508,40.2458,1393,"COOP","31817"
"427165","RANDOLPH",-111.1861,41.6628,1911,"COOP","31820"
"427260","RICHFIELD RA",-112.0775,38.7619,1615,"COOP","31831"
"427271","RICHMOND",-111.8100,41.9064,1426,"COOP","31832"
"427395","ROOSEVELT RA",-109.9586,40.2878,1539,"COOP","31836"
"427516","ST GEORGE",-113.5611,37.1069,844,"COOP","31845"
"427559","SALINA 24 E",-111.4161,38.9139,2304,"COOP","31848"
"427686","SANTAQUIN CH",-111.7794,39.9578,1573,"COOP","31865"
"427714","SCIPIO",-112.1067,39.2464,1620,"COOP","31867"
"427729","SCOFIELD-SKY",-111.2047,39.6847,2655,"COOP","31871"
"427942","SNYDERVILLE",-111.5369,40.7039,1969,"COOP","31892"
"428119","SPANISH FORK",-111.6044,40.0797,1439,"COOP","31899"
"428456","SUMMIT",-112.9328,37.8006,1829,"COOP","31911"
"428476","SUNNYSIDE CI",-110.3883,39.5528,1993,"COOP","31914"
"428705","THOMPSON",-109.7167,38.9667,1554,"COOP","31926"
"428771","TOOELE",-112.2972,40.5269,1545,"COOP","31931"
"428828","TRENTON",-111.9089,41.9194,1358,"COOP","31935"
"428973","UTAH LAKE LE",-111.8972,40.3597,1371,"COOP","31948"
"428978","UTAH TEST RA",-112.9367,41.0497,1353,"COOP","31949"
"429111","VERNAL 2SW",-109.5531,40.4269,1667,"COOP","31952"
"429133","VERNON",-112.4550,40.0831,1672,"COOP","31958"
"429165","WANSHIP DAM",-111.4078,40.7908,1811,"COOP","31962"
"429346","WEBER BASIN",-111.9125,41.1092,1494,"COOP","31971"
"429368","WELLINGTON 3",-110.6861,39.5447,1646,"COOP","31974"
"429595","WOODRUFF",-111.1494,41.5250,1925,"COOP","31988"
"429717","ZION NATIONA",-112.9842,37.2083,1234,"COOP","31994"
"431433","CHITTENDEN",-72.9664,43.7078,323,"COOP","32024"
"431565","CORINTH",-72.2356,44.0411,337,"COOP","32025"
"431580","CORNWALL",-73.2311,43.9706,122,"COOP","32026"
"432314","EAST HAVEN",-71.8911,44.6425,305,"COOP","32035"
"434120","ISLAND POND",-71.8903,44.8128,366,"COOP","32057"
"434261","JEFFERSONVIL",-72.7878,44.5842,354,"COOP","32059"
"434749","LUDLOW 2",-72.6883,43.3972,296,"COOP","32062"
"435768","NORTH HARTLA",-72.3622,43.6028,174,"COOP","32085"
"435982","NORTH SPRING",-72.5069,43.3406,171,"COOP","32087"
"436335","PERU",-72.9000,43.2667,518,"COOP","32092"
"436391","PLAINFIELD",-72.4158,44.2761,244,"COOP","32094"
"436995","RUTLAND",-72.9667,43.6167,189,"COOP","32104"
"438169","SUTTON",-72.0500,44.6167,457,"COOP","32124"
"438556","UNION VILLAG",-72.2636,43.7972,140,"COOP","32130"
"439984","WOODSTOCK",-72.4544,43.6217,183,"COOP","32164"
"439988","WORCESTER 2",-72.5822,44.3758,415,"COOP","32165"
"440021","ABINGDON 3 S",-81.9653,36.6672,585,"COOP","32167"
"440079","ALBERTA 5 N",-77.8981,36.9400,115,"COOP","32169"
"440166","ALTAVISTA",-79.1650,37.0633,157,"COOP","32173"
"440187","AMELIA 4 SW",-78.0669,37.3167,110,"COOP","32174"
"440243","APPOMATTOX",-78.8314,37.3558,243,"COOP","32178"
"440327","ASHLAND",-77.4833,37.7500,61,"COOP","32180"
"440551","BEDFORD",-79.5233,37.3475,297,"COOP","32190"
"440735","BIG STONE GA",-82.7711,36.8628,446,"COOP","32198"
"440766","BLACKSBURG N",-80.4133,37.2017,640,"COOP","32203"
"441082","BROOKNEAL",-78.9517,37.0675,130,"COOP","32217"
"441136","BUCKINGHAM",-78.5111,37.5442,168,"COOP","32223"
"441159","BUENA VISTA",-79.3628,37.7269,253,"COOP","32224"
"441209","BURKES GARDE",-81.3358,37.0925,1006,"COOP","32229"
"441322","CAMP PICKETT",-77.9486,37.0372,101,"COOP","32233"
"441593","CHARLOTTESVI",-78.5231,38.0325,157,"COOP","32244"
"441606","CHASE CITY",-78.4628,36.8006,155,"COOP","32247"
"441614","CHATHAM",-79.4106,36.8225,195,"COOP","32248"
"441692","CHRISTIANSBU",-80.4033,37.1278,640,"COOP","32255"
"441746","CLARKSVILLE",-78.5703,36.6197,94,"COOP","32258"
"441825","CLINTWOOD 1",-82.4911,37.1453,543,"COOP","32263"
"441955","CONCORD 4 SS",-78.9586,37.2828,243,"COOP","32267"
"441999","COPPER HILL",-80.1422,37.0864,820,"COOP","32269"
"442009","CORBIN",-77.3747,38.2022,67,"COOP","32270"
"442044","COVINGTON FI",-79.9883,37.8106,375,"COOP","32272"
"442142","CROZIER",-77.8769,37.6664,60,"COOP","32277"
"442208","DALE ENTERPR",-78.9353,38.4553,427,"COOP","32285"
"442245","DANVILLE",-79.3886,36.5869,125,"COOP","32288"
"442400","DISPUTANTA",-77.2017,37.1122,5,"COOP","32300"
"442790","EMPORIA 1 WN",-77.5597,36.6983,30,"COOP","32314"
"442941","FARMVILLE 2",-78.3864,37.3264,137,"COOP","32319"
"443204","FREDERICKSBU",-77.4511,38.2872,5,"COOP","32332"
"443213","FREE UNION",-78.5872,38.0953,174,"COOP","32333"
"443229","FRONT ROYAL",-78.1819,38.9033,283,"COOP","32334"
"443272","GALAX WATER",-80.9183,36.6542,719,"COOP","32340"
"443310","GATHRIGHT DA",-79.9542,37.9458,539,"COOP","32341"
"443375","GLASGOW 1 SE",-79.4369,37.6200,226,"COOP","32342"
"443640","GRUNDY",-82.0894,37.2822,357,"COOP","32354"
"444128","HOT SPRINGS",-79.8317,37.9969,682,"COOP","32377"
"444148","HUDDLESTON 4",-79.5264,37.1264,319,"COOP","32378"
"444414","JOHN H KERR",-78.3011,36.6003,76,"COOP","32388"
"444777","LEBANON",-82.0383,36.9028,583,"COOP","32403"
"444876","LEXINGTON",-79.4136,37.7950,343,"COOP","32409"
"445050","LOUISA",-78.0061,38.0422,128,"COOP","32412"
"445096","LURAY 5 E",-78.3728,38.6661,427,"COOP","32414"
"445204","MANASSAS",-77.4925,38.7339,75,"COOP","32422"
"445300","MARTINSVILLE",-79.8650,36.7056,232,"COOP","32429"
"445453","MEADOWS OF D",-80.4481,36.6667,678,"COOP","32438"
"445595","MILLGAP 2 NN",-79.7264,38.3569,768,"COOP","32442"
"445880","MUSTOE 1 SW",-79.6586,38.3311,725,"COOP","32461"
"446012","NEW CASTLE",-80.1242,37.5150,405,"COOP","32466"
"446125","NORA 4 SSE",-82.3214,37.0156,808,"COOP","32472"
"446147","NORFOLK SOUT",-76.2289,36.8708,3,"COOP","32475"
"446161","NORTH",-76.4414,37.4339,3,"COOP","32476"
"446173","NORTH FORK L",-82.6339,37.1244,511,"COOP","32478"
"446475","PAINTER 2 W",-75.8217,37.5831,9,"COOP","32488"
"446491","PALMYRA 3S",-78.2644,37.8142,125,"COOP","32490"
"446593","PEDLAR DAM",-79.2792,37.6708,308,"COOP","32497"
"446626","PENNINGTON G",-82.9967,36.7381,448,"COOP","32498"
"446656","PETERSBURG",-77.3925,37.2389,21,"COOP","32499"
"446955","PULASKI",-80.7842,37.0556,564,"COOP","32512"
"446999","RADFORD 3 N",-80.5864,37.2008,549,"COOP","32515"
"447174","RICHLANDS",-81.7936,37.0947,582,"COOP","32525"
"447278","ROANOKE 8 N",-79.9592,37.3617,363,"COOP","32534"
"447338","ROCKY MOUNT",-79.8961,36.9769,305,"COOP","32539"
"447506","SALTVILLE 1",-81.7711,36.8894,528,"COOP","32547"
"447904","SOMERSET",-78.2703,38.2456,155,"COOP","32557"
"447925","SOUTH BOSTON",-78.8808,36.6956,104,"COOP","32558"
"447985","SPERRYVILLE",-78.2272,38.6553,229,"COOP","32562"
"448022","STAFFORDSVIL",-80.7131,37.2714,594,"COOP","32566"
"448062","STAUNTON SEW",-79.0903,38.1813,513,"COOP","32570"
"448084","STERLING RCS",-77.4767,38.9761,85,"COOP","32572"
"448170","STUART",-80.2514,36.6364,419,"COOP","32577"
"448192","SUFFOLK LAKE",-76.6014,36.7297,7,"COOP","32579"
"448737","VIENNA",-77.2664,38.9000,127,"COOP","32600"
"448800","WAKEFIELD 1N",-77.0078,36.9839,30,"COOP","32604"
"448829","WALKERTON 2",-77.0533,37.7453,15,"COOP","32607"
"448837","WALLACETON L",-76.4386,36.5956,6,"COOP","32609"
"448894","WARSAW 2 NW",-76.7769,37.9881,43,"COOP","32612"
"448941","WAYNESBORO S",-78.8750,38.0803,390,"COOP","32620"
"449025","WEST POINT 2",-76.8000,37.5658,1,"COOP","32627"
"449151","WILLIAMSBURG",-76.7039,37.3017,21,"COOP","32633"
"449159","WILLIAMSVILL",-79.5811,38.1792,500,"COOP","32634"
"449186","WINCHESTER 7",-78.1167,39.1833,207,"COOP","32638"
"449213","WINTERPOCK 4",-77.6503,37.3247,91,"COOP","32639"
"449215","WISE 3 E",-82.5389,36.9986,777,"COOP","32640"
"449272","WOOLWINE 4 S",-80.2689,36.7817,463,"COOP","32643"
"449301","WYTHEVILLE 1",-81.0942,36.9317,640,"COOP","32644"
"450294","ASOTIN 14 SW",-117.2522,46.2011,1067,"COOP","32671"
"450482","BATTLE GROUN",-122.5292,45.7794,87,"COOP","32681"
"450587","BELLINGHAM 3",-122.5114,48.7178,5,"COOP","32692"
"450729","BLAINE",-122.7531,49.0006,18,"COOP","32699"
"450844","BOUNDARY DAM",-117.3594,48.9908,549,"COOP","32705"
"450872","BREMERTON",-122.6828,47.5689,34,"COOP","32708"
"451205","CATHLAMET 6",-123.2986,46.2603,55,"COOP","32736"
"451233","CEDAR LAKE",-121.7561,47.4144,475,"COOP","32744"
"451350","CHELAN",-120.0431,47.8322,341,"COOP","32753"
"451484","CLEARBROOK",-122.3292,48.9672,20,"COOP","32773"
"451504","CLE ELUM",-120.9469,47.1856,585,"COOP","32776"
"451630","COLVILLE",-117.9008,48.5431,475,"COOP","32780"
"451679","CONCRETE PPL",-121.7431,48.5389,59,"COOP","32784"
"451760","COUGAR 6 E",-122.2058,46.0625,201,"COOP","32796"
"451767","COULEE DAM 1",-119.0050,47.9506,518,"COOP","32799"
"451939","CUSHMAN POWE",-123.1600,47.3706,6,"COOP","32806"
"451992","DARRINGTON R",-121.6036,48.2600,168,"COOP","32810"
"452007","DAVENPORT",-118.1456,47.6503,744,"COOP","32811"
"452030","DAYTON 1 WSW",-118.0008,46.3156,475,"COOP","32812"
"452157","DIABLO DAM",-121.1431,48.7142,272,"COOP","32823"
"452253","DRYAD",-123.2500,46.6333,95,"COOP","32830"
"452384","EASTON",-121.1869,47.2422,661,"COOP","32836"
"452505","ELLENSBURG",-120.5400,46.9692,451,"COOP","32841"
"452531","ELMA",-123.4008,47.0092,21,"COOP","32845"
"452563","ENTIAT FISH",-120.3278,47.6947,293,"COOP","32850"
"452914","FORKS 1 E",-124.3539,47.9558,107,"COOP","32865"
"453546","HATTON 9 SE",-118.6511,46.7222,426,"COOP","32910"
"453730","HOLDEN VILLA",-120.7792,48.1950,981,"COOP","32915"
"453826","HUMPTULIPS S",-123.9897,47.2344,43,"COOP","32919"
"454084","KALAMA FALLS",-122.7325,46.0164,94,"COOP","32937"
"454154","KENNEWICK",-119.1011,46.2111,119,"COOP","32943"
"454486","LANDSBURG",-121.9614,47.3767,163,"COOP","32967"
"454572","LEAVENWORTH",-120.6800,47.5547,344,"COOP","32971"
"454679","LIND 3 NE",-118.5706,46.9983,497,"COOP","32987"
"454764","LONGMIRE RAI",-121.8119,46.7492,842,"COOP","32995"
"455086","MATLOCK 8 S",-123.4006,47.1456,122,"COOP","33016"
"455110","MAYFIELD POW",-122.5939,46.5044,85,"COOP","33018"
"455133","MAZAMA",-120.4497,48.6047,661,"COOP","33020"
"455224","MC MILLIN RE",-122.2667,47.1333,176,"COOP","33024"
"455387","MILL CREEK D",-118.2739,46.0761,358,"COOP","33035"
"455525","MONROE",-121.9944,47.8453,37,"COOP","33039"
"455840","NEWHALEM",-121.2419,48.6758,160,"COOP","33077"
"455844","NEWPORT",-117.0472,48.1839,651,"COOP","33078"
"455946","NORTHPORT",-117.7936,48.9081,411,"COOP","33090"
"456295","PALMER 3 ESE",-121.8514,47.3058,280,"COOP","33113"
"456534","PLAIN",-120.6508,47.7811,591,"COOP","33128"
"456768","PROSSER",-119.7572,46.2017,253,"COOP","33146"
"456789","PULLMAN 2 NW",-117.1911,46.7564,776,"COOP","33150"
"456846","QUILCENE 2 S",-122.9136,47.8092,37,"COOP","33156"
"456914","RAYMOND 2 S",-123.7300,46.6533,9,"COOP","33174"
"457015","RICHLAND",-119.2633,46.3119,114,"COOP","33182"
"457059","RITZVILLE 1",-118.3772,47.1139,576,"COOP","33186"
"457180","ROSALIA",-117.3678,47.2286,732,"COOP","33192"
"457185","ROSS DAM",-121.0722,48.7272,377,"COOP","33193"
"457247","SAGEMOOR",-119.0711,46.3953,181,"COOP","33198"
"457544","SEQUIM 2 E",-123.0639,48.0850,15,"COOP","33226"
"457696","SKAMANIA FIS",-122.2175,45.6228,134,"COOP","33239"
"457794","SNOWDEN",-121.3531,45.8175,736,"COOP","33251"
"457941","SPOKANE WFO",-117.6267,47.6808,728,"COOP","33265"
"458034","STARTUP 1 E",-121.7175,47.8664,52,"COOP","33271"
"458059","STEHEKIN 4 N",-120.7317,48.3472,387,"COOP","33272"
"458278","TACOMA 1",-122.4122,47.2472,8,"COOP","33286"
"458508","TOLT SOUTH F",-121.6908,47.7000,610,"COOP","33298"
"458715","UPPER BAKER",-121.6931,48.6525,210,"COOP","33320"
"458773","VANCOUVER 4",-122.6519,45.6778,64,"COOP","33326"
"459074","WENATCHEE",-120.3150,47.4247,195,"COOP","33345"
"459238","WILBUR",-118.6822,47.7528,680,"COOP","33360"
"459376","WINTHROP 1 W",-120.1936,48.4539,535,"COOP","33369"
"460102","ALDERSON",-80.6592,37.7272,469,"COOP","33389"
"460509","BARTOW 1 S",-79.7889,38.5486,922,"COOP","33400"
"460527","BAYARD",-79.3644,39.2736,724,"COOP","33401"
"460580","BECKLEY VA H",-81.1944,37.7653,710,"COOP","33405"
"460925","BLUEFIELD",-81.2092,37.2617,863,"COOP","33428"
"460939","BLUESTONE LA",-80.8831,37.6411,424,"COOP","33430"
"461220","BUCKHANNON",-80.2206,38.9800,443,"COOP","33441"
"461282","BURNSVILLE L",-80.6203,38.8450,239,"COOP","33445"
"461290","BURTON",-80.4064,39.6464,378,"COOP","33446"
"461397","CANAAN VALLE",-79.4500,39.0500,988,"COOP","33456"
"461579","CHARLESTON W",-81.7186,38.3139,280,"COOP","33461"
"462211","DAVIS 3 SE",-79.4319,39.0983,1163,"COOP","33485"
"462522","DUNLOW 1 SW",-82.4044,37.9494,366,"COOP","33494"
"462920","FAIRMONT",-80.1333,39.4667,396,"COOP","33512"
"463361","GASSAWAY",-80.7678,38.6650,256,"COOP","33522"
"464840","KEYSER 2 SSW",-79.0050,39.4206,274,"COOP","33588"
"465224","LEWISBURG 3",-80.4025,37.8564,702,"COOP","33600"
"465353","LOGAN",-81.9961,37.8611,195,"COOP","33606"
"465365","LONDON LOCKS",-81.3706,38.1947,189,"COOP","33608"
"465563","MADISON 3 NN",-81.8464,38.1025,216,"COOP","33617"
"465706","MARTINSBURG",-77.9669,39.4658,165,"COOP","33625"
"465875","MC ROSS 3 E",-80.6803,37.9900,975,"COOP","33634"
"466212","MORGANTOWN L",-79.9667,39.6167,251,"COOP","33645"
"466248","MOUNDSVILLE",-80.7439,39.9050,189,"COOP","33647"
"466284","MOUNT NEBO 1",-80.8489,38.1889,594,"COOP","33649"
"466325","MULLENS",-81.3819,37.5839,430,"COOP","33652"
"466442","NEW CUMBERLA",-80.6275,40.5261,206,"COOP","33658"
"466600","OCEANA 2 SE",-81.6250,37.6817,378,"COOP","33662"
"466912","PEA RIDGE PS",-82.2986,38.4197,175,"COOP","33676"
"467018","PIKE ISLAND",-80.7014,40.1478,195,"COOP","33690"
"467207","PRINCETON",-81.0822,37.3842,722,"COOP","33699"
"467372","R D BAILEY L",-81.8208,37.5947,427,"COOP","33709"
"467649","ROCK CAVE 2",-80.3147,38.8572,532,"COOP","33726"
"467730","ROMNEY 1 SW",-78.7728,39.3389,219,"COOP","33729"
"467743","ROSEDALE 3 N",-80.9636,38.7778,229,"COOP","33730"
"468308","SNOWSHOE",-79.9972,38.4122,1452,"COOP","33760"
"468384","SPENCER",-81.3619,38.8008,287,"COOP","33763"
"468522","STONEWALL JA",-80.4744,39.0044,326,"COOP","33769"
"468662","SUTTON LAKE",-80.6961,38.6558,255,"COOP","33779"
"468986","TYGART DAM",-80.0300,39.3139,366,"COOP","33792"
"469458","WEST UNION 2",-80.7694,39.2911,241,"COOP","33819"
"469482","WHEELING",-80.7283,40.0567,197,"COOP","33820"
"469522","WHITE SULPHU",-80.3083,37.7889,585,"COOP","33825"
"469610","WILLIAMSON",-82.2761,37.6731,232,"COOP","33829"
"470045","AFTON",-89.0644,42.6475,226,"COOP","33838"
"470080","ALLENTON",-88.3522,43.4231,291,"COOP","33840"
"470124","ALMA DAM 4",-91.9194,44.3272,204,"COOP","33841"
"470175","AMERY",-92.3631,45.3011,326,"COOP","33843"
"470239","ANTIGO",-89.1111,45.1536,464,"COOP","33844"
"470265","APPLETON",-88.3644,44.2511,229,"COOP","33846"
"470273","ARBORETUM UN",-89.4286,43.0411,264,"COOP","33847"
"470287","ARGYLE",-89.8672,42.7006,245,"COOP","33848"
"470308","ARLINGTON UN",-89.3269,43.3008,329,"COOP","33851"
"470347","ASHLAND 3 S",-90.9161,46.5522,252,"COOP","33853"
"470349","ASHLAND EXP",-90.9714,46.5728,198,"COOP","33854"
"470382","AUGUSTA RS",-91.1358,44.6825,293,"COOP","33855"
"470456","BABCOCK 1 WN",-90.1306,44.2994,299,"COOP","33857"
"470486","BALDWIN",-92.3906,44.9633,335,"COOP","33858"
"470516","BARABOO",-89.7269,43.4583,251,"COOP","33859"
"470645","BEAVER DAM",-88.8478,43.4447,256,"COOP","33864"
"470652","BELGIUM WWTP",-87.8547,43.5136,211,"COOP","33865"
"470696","BELOIT",-89.0311,42.5039,238,"COOP","33866"
"470742","BERLIN WWTP",-88.9411,43.9900,233,"COOP","33869"
"470773","BIG FALLS HY",-90.9589,45.5556,372,"COOP","33871"
"470855","BLACK RIVER",-90.8536,44.2903,247,"COOP","33874"
"470904","BLOOMER",-91.4886,45.0956,299,"COOP","33879"
"471062","BROOKFIELD",-88.1775,43.0517,251,"COOP","33886"
"471064","BRILLION",-88.0803,44.1617,247,"COOP","33887"
"471078","BRODHEAD",-89.3861,42.6181,241,"COOP","33888"
"471205","BURLINGTON",-88.2544,42.6506,229,"COOP","33895"
"471308","CEDAR FALLS",-91.8925,44.9383,254,"COOP","33910"
"471416","CHARMANY FAR",-89.4781,43.0603,330,"COOP","33912"
"471568","CHILTON",-88.1469,44.0328,256,"COOP","33914"
"471578","CHIPPEWA FAL",-91.4081,44.9278,259,"COOP","33915"
"471605","CITY OF SHEB",-87.7089,43.7186,185,"COOP","33918"
"471667","CLINTON",-88.8753,42.5492,293,"COOP","33920"
"471676","CLINTONVILLE",-88.7483,44.6225,244,"COOP","33921"
"471681","CLYMAN",-88.7197,43.3125,275,"COOP","33922"
"471847","COUDERAY 7 W",-91.4594,45.8003,396,"COOP","33928"
"471897","CRIVITZ HIGH",-88.1925,45.3581,277,"COOP","33931"
"471913","CUBA CITY 2",-90.4592,42.6253,274,"COOP","33932"
"471923","CUMBERLAND",-92.0167,45.5333,378,"COOP","33933"
"472001","DARLINGTON",-90.1183,42.6708,293,"COOP","33937"
"472055","DENMARK WWTP",-87.8119,44.3514,250,"COOP","33940"
"472173","DODGEVILLE",-90.1161,42.9608,338,"COOP","33942"
"472279","DURAND",-91.9894,44.6214,232,"COOP","33946"
"472314","EAGLE RIVER",-89.2531,45.9089,501,"COOP","33948"
"472425","EAU CLAIRE 3",-91.5164,44.7878,268,"COOP","33953"
"472447","EAU PLEINE R",-89.7567,44.7247,347,"COOP","33956"
"472556","ELLSWORTH 1",-92.4586,44.7303,314,"COOP","33958"
"472626","EPHRAIM 1NE-",-87.1536,45.1708,223,"COOP","33960"
"472826","FLORENCE",-88.2569,45.9250,398,"COOP","33966"
"472839","FOND DU LAC",-88.4506,43.7961,232,"COOP","33968"
"472842","FOND DU LAC",-88.4669,43.7667,242,"COOP","33969"
"472851","FORESTVILLE",-87.3972,44.7006,212,"COOP","33971"
"472869","FORT ATKINSO",-88.8589,42.9050,244,"COOP","33972"
"472973","FRIENDSHIP 3",-89.7628,43.9661,303,"COOP","33979"
"473022","GAYS MILLS",-90.8453,43.3167,216,"COOP","33983"
"473038","GENOA DAM 8",-91.2308,43.5694,195,"COOP","33984"
"473058","GERMANTOWN",-88.1222,43.2389,259,"COOP","33987"
"473116","GIBBSVILLE",-87.8117,43.6561,222,"COOP","33988"
"473186","GORDON",-91.8047,46.2450,317,"COOP","33991"
"473198","GRAFTON WWTP",-87.9553,43.3081,226,"COOP","33993"
"473268","GREEN BAY WF",-88.1108,44.4978,213,"COOP","33999"
"473271","GREEN BAY BO",-88.0978,44.5331,212,"COOP","34001"
"473391","HALES CORNER",-88.0300,42.9369,219,"COOP","34007"
"473405","HANCOCK EXP",-89.5333,44.1114,328,"COOP","34008"
"473453","HARTFORD 2 W",-88.4114,43.3311,299,"COOP","34009"
"473511","HAYWARD RANG",-91.4878,46.0075,366,"COOP","34012"
